Team,Logo,Year,Home Wins,Home Draws,Home Losses,Away Wins,Away Draws,Away Losses,Total Wins
Karlsruhe,https://upload.wikimedia.org/wikipedia/commons/c/c8/Karlsruher_SC_Logo_2.svg,2006,0,0,0,0,0,0,0
Karlsruhe,https://upload.wikimedia.org/wikipedia/commons/c/c8/Karlsruher_SC_Logo_2.svg,2007,6,6,5,5,4,6,11
Karlsruhe,https://upload.wikimedia.org/wikipedia/commons/c/c8/Karlsruher_SC_Logo_2.svg,2008,5,4,8,3,1,5,8
Karlsruhe,https://upload.wikimedia.org/wikipedia/commons/c/c8/Karlsruher_SC_Logo_2.svg,2009,0,0,0,0,0,0,0
Karlsruhe,https://upload.wikimedia.org/wikipedia/commons/c/c8/Karlsruher_SC_Logo_2.svg,2010,0,0,0,0,0,0,0
Karlsruhe,https://upload.wikimedia.org/wikipedia/commons/c/c8/Karlsruher_SC_Logo_2.svg,2011,0,0,0,0,0,0,0
Karlsruhe,https://upload.wikimedia.org/wikipedia/commons/c/c8/Karlsruher_SC_Logo_2.svg,2012,0,0,0,0,0,0,0
Karlsruhe,https://upload.wikimedia.org/wikipedia/commons/c/c8/Karlsruher_SC_Logo_2.svg,2013,0,0,0,0,0,0,0
Karlsruhe,https://upload.wikimedia.org/wikipedia/commons/c/c8/Karlsruher_SC_Logo_2.svg,2014,0,0,0,0,0,0,0
Karlsruhe,https://upload.wikimedia.org/wikipedia/commons/c/c8/Karlsruher_SC_Logo_2.svg,2015,0,0,0,0,0,0,0
Karlsruhe,https://upload.wikimedia.org/wikipedia/commons/c/c8/Karlsruher_SC_Logo_2.svg,2016,0,0,0,0,0,0,0
Karlsruhe,https://upload.wikimedia.org/wikipedia/commons/c/c8/Karlsruher_SC_Logo_2.svg,2017,0,0,0,0,0,0,0
Karlsruhe,https://upload.wikimedia.org/wikipedia/commons/c/c8/Karlsruher_SC_Logo_2.svg,2018,0,0,0,0,0,0,0
Karlsruhe,https://upload.wikimedia.org/wikipedia/commons/c/c8/Karlsruher_SC_Logo_2.svg,2019,0,0,0,0,0,0,0
Karlsruhe,https://upload.wikimedia.org/wikipedia/commons/c/c8/Karlsruher_SC_Logo_2.svg,2020,0,0,0,0,0,0,0
Karlsruhe,https://upload.wikimedia.org/wikipedia/commons/c/c8/Karlsruher_SC_Logo_2.svg,2021,0,0,0,0,0,0,0
Karlsruhe,https://upload.wikimedia.org/wikipedia/commons/c/c8/Karlsruher_SC_Logo_2.svg,2022,0,0,0,0,0,0,0
Frankfurt,https://i.imgur.com/X8NFkOb.png,2005,5,5,7,4,4,5,9
Frankfurt,https://i.imgur.com/X8NFkOb.png,2006,5,5,7,4,8,5,9
Frankfurt,https://i.imgur.com/X8NFkOb.png,2007,8,4,5,4,6,8,12
Frankfurt,https://i.imgur.com/X8NFkOb.png,2008,5,4,8,3,5,5,8
Frankfurt,https://i.imgur.com/X8NFkOb.png,2009,7,5,5,5,5,7,12
Frankfurt,https://i.imgur.com/X8NFkOb.png,2010,5,4,8,4,3,5,9
Frankfurt,https://i.imgur.com/X8NFkOb.png,2011,0,0,0,0,0,0,0
Frankfurt,https://i.imgur.com/X8NFkOb.png,2012,9,4,4,5,5,9,14
Frankfurt,https://i.imgur.com/X8NFkOb.png,2013,5,5,7,4,4,5,9
Frankfurt,https://i.imgur.com/X8NFkOb.png,2014,9,5,3,2,5,9,11
Frankfurt,https://i.imgur.com/X8NFkOb.png,2015,4,7,6,1,11,4,5
Frankfurt,https://i.imgur.com/X8NFkOb.png,2016,4,9,4,4,6,4,8
Frankfurt,https://i.imgur.com/X8NFkOb.png,2017,9,4,4,6,4,9,15
Frankfurt,https://i.imgur.com/X8NFkOb.png,2018,8,5,4,4,9,8,12
Frankfurt,https://i.imgur.com/X8NFkOb.png,2019,7,4,6,3,5,7,10
Frankfurt,https://i.imgur.com/X8NFkOb.png,2020,10,7,0,6,5,10,16
Frankfurt,https://i.imgur.com/X8NFkOb.png,2021,4,7,6,6,5,4,10
Frankfurt,https://i.imgur.com/X8NFkOb.png,2022,9,5,3,4,6,9,13
Leipzig,https://i.imgur.com/Rpwsjz1.png,2005,0,0,0,0,0,0,0
Leipzig,https://i.imgur.com/Rpwsjz1.png,2006,0,0,0,0,0,0,0
Leipzig,https://i.imgur.com/Rpwsjz1.png,2007,0,0,0,0,0,0,0
Leipzig,https://i.imgur.com/Rpwsjz1.png,2008,0,0,0,0,0,0,0
Leipzig,https://i.imgur.com/Rpwsjz1.png,2009,0,0,0,0,0,0,0
Leipzig,https://i.imgur.com/Rpwsjz1.png,2010,0,0,0,0,0,0,0
Leipzig,https://i.imgur.com/Rpwsjz1.png,2011,0,0,0,0,0,0,0
Leipzig,https://i.imgur.com/Rpwsjz1.png,2012,0,0,0,0,0,0,0
Leipzig,https://i.imgur.com/Rpwsjz1.png,2013,0,0,0,0,0,0,0
Leipzig,https://i.imgur.com/Rpwsjz1.png,2014,0,0,0,0,0,0,0
Leipzig,https://i.imgur.com/Rpwsjz1.png,2015,0,0,0,0,0,0,0
Leipzig,https://i.imgur.com/Rpwsjz1.png,2016,9,6,2,5,7,9,14
Leipzig,https://i.imgur.com/Rpwsjz1.png,2017,9,5,3,4,5,9,13
Leipzig,https://i.imgur.com/Rpwsjz1.png,2018,10,5,2,7,5,10,17
Leipzig,https://i.imgur.com/Rpwsjz1.png,2019,6,5,6,11,4,6,17
Leipzig,https://i.imgur.com/Rpwsjz1.png,2020,11,4,2,8,4,11,19
Leipzig,https://i.imgur.com/Rpwsjz1.png,2021,11,2,4,6,5,11,17
Leipzig,https://i.imgur.com/Rpwsjz1.png,2022,13,2,2,7,4,13,20
Bochum,https://i.imgur.com/5jy3Gfr.png,2005,0,0,0,0,0,0,0
Bochum,https://i.imgur.com/5jy3Gfr.png,2006,7,1,9,6,5,7,13
Bochum,https://i.imgur.com/5jy3Gfr.png,2007,5,9,3,5,2,5,10
Bochum,https://i.imgur.com/5jy3Gfr.png,2008,5,4,8,2,7,5,7
Bochum,https://i.imgur.com/5jy3Gfr.png,2009,2,6,9,4,4,2,6
Bochum,https://i.imgur.com/5jy3Gfr.png,2010,0,0,0,0,0,0,0
Bochum,https://i.imgur.com/5jy3Gfr.png,2011,0,0,0,0,0,0,0
Bochum,https://i.imgur.com/5jy3Gfr.png,2012,0,0,0,0,0,0,0
Bochum,https://i.imgur.com/5jy3Gfr.png,2013,0,0,0,0,0,0,0
Bochum,https://i.imgur.com/5jy3Gfr.png,2014,0,0,0,0,0,0,0
Bochum,https://i.imgur.com/5jy3Gfr.png,2015,0,0,0,0,0,0,0
Bochum,https://i.imgur.com/5jy3Gfr.png,2016,0,0,0,0,0,0,0
Bochum,https://i.imgur.com/5jy3Gfr.png,2017,0,0,0,0,0,0,0
Bochum,https://i.imgur.com/5jy3Gfr.png,2018,0,0,0,0,0,0,0
Bochum,https://i.imgur.com/5jy3Gfr.png,2019,0,0,0,0,0,0,0
Bochum,https://i.imgur.com/5jy3Gfr.png,2020,0,0,0,0,0,0,0
Bochum,https://i.imgur.com/5jy3Gfr.png,2021,8,4,5,4,2,8,12
Bochum,https://i.imgur.com/5jy3Gfr.png,2022,8,2,7,2,3,8,10
St. Pauli,https://upload.wikimedia.org/wikipedia/commons/a/a3/FC_St._Pauli_logo.png,2005,0,0,0,0,0,0,0
St. Pauli,https://upload.wikimedia.org/wikipedia/commons/a/a3/FC_St._Pauli_logo.png,2006,0,0,0,0,0,0,0
St. Pauli,https://upload.wikimedia.org/wikipedia/commons/a/a3/FC_St._Pauli_logo.png,2007,0,0,0,0,0,0,0
St. Pauli,https://upload.wikimedia.org/wikipedia/commons/a/a3/FC_St._Pauli_logo.png,2008,0,0,0,0,0,0,0
St. Pauli,https://upload.wikimedia.org/wikipedia/commons/a/a3/FC_St._Pauli_logo.png,2009,0,0,0,0,0,0,0
St. Pauli,https://upload.wikimedia.org/wikipedia/commons/a/a3/FC_St._Pauli_logo.png,2010,4,3,10,4,2,4,8
St. Pauli,https://upload.wikimedia.org/wikipedia/commons/a/a3/FC_St._Pauli_logo.png,2011,0,0,0,0,0,0,0
St. Pauli,https://upload.wikimedia.org/wikipedia/commons/a/a3/FC_St._Pauli_logo.png,2012,0,0,0,0,0,0,0
St. Pauli,https://upload.wikimedia.org/wikipedia/commons/a/a3/FC_St._Pauli_logo.png,2013,0,0,0,0,0,0,0
St. Pauli,https://upload.wikimedia.org/wikipedia/commons/a/a3/FC_St._Pauli_logo.png,2014,0,0,0,0,0,0,0
St. Pauli,https://upload.wikimedia.org/wikipedia/commons/a/a3/FC_St._Pauli_logo.png,2015,0,0,0,0,0,0,0
St. Pauli,https://upload.wikimedia.org/wikipedia/commons/a/a3/FC_St._Pauli_logo.png,2016,0,0,0,0,0,0,0
St. Pauli,https://upload.wikimedia.org/wikipedia/commons/a/a3/FC_St._Pauli_logo.png,2017,0,0,0,0,0,0,0
St. Pauli,https://upload.wikimedia.org/wikipedia/commons/a/a3/FC_St._Pauli_logo.png,2018,0,0,0,0,0,0,0
St. Pauli,https://upload.wikimedia.org/wikipedia/commons/a/a3/FC_St._Pauli_logo.png,2019,0,0,0,0,0,0,0
St. Pauli,https://upload.wikimedia.org/wikipedia/commons/a/a3/FC_St._Pauli_logo.png,2020,0,0,0,0,0,0,0
St. Pauli,https://upload.wikimedia.org/wikipedia/commons/a/a3/FC_St._Pauli_logo.png,2021,0,0,0,0,0,0,0
St. Pauli,https://upload.wikimedia.org/wikipedia/commons/a/a3/FC_St._Pauli_logo.png,2022,0,0,0,0,0,0,0
HSV,https://upload.wikimedia.org/wikipedia/commons/f/f7/Hamburger_SV_logo.svg,2005,10,2,5,11,3,10,21
HSV,https://upload.wikimedia.org/wikipedia/commons/f/f7/Hamburger_SV_logo.svg,2006,4,9,4,6,6,4,10
HSV,https://upload.wikimedia.org/wikipedia/commons/f/f7/Hamburger_SV_logo.svg,2007,9,5,3,5,7,9,14
HSV,https://upload.wikimedia.org/wikipedia/commons/f/f7/Hamburger_SV_logo.svg,2008,13,2,2,6,2,13,19
HSV,https://upload.wikimedia.org/wikipedia/commons/f/f7/Hamburger_SV_logo.svg,2009,8,6,3,5,7,8,13
HSV,https://upload.wikimedia.org/wikipedia/commons/f/f7/Hamburger_SV_logo.svg,2010,7,5,5,5,4,7,12
HSV,https://upload.wikimedia.org/wikipedia/commons/f/f7/Hamburger_SV_logo.svg,2011,3,7,7,5,5,3,8
HSV,https://upload.wikimedia.org/wikipedia/commons/f/f7/Hamburger_SV_logo.svg,2012,8,2,7,6,4,8,14
HSV,https://upload.wikimedia.org/wikipedia/commons/f/f7/Hamburger_SV_logo.svg,2013,5,3,9,2,3,5,7
HSV,https://upload.wikimedia.org/wikipedia/commons/f/f7/Hamburger_SV_logo.svg,2014,6,5,6,3,3,6,9
HSV,https://upload.wikimedia.org/wikipedia/commons/f/f7/Hamburger_SV_logo.svg,2015,5,6,6,4,9,5,9
HSV,https://upload.wikimedia.org/wikipedia/commons/f/f7/Hamburger_SV_logo.svg,2016,1,14,2,2,9,1,3
HSV,https://upload.wikimedia.org/wikipedia/commons/f/f7/Hamburger_SV_logo.svg,2017,4,8,5,2,8,4,6
HSV,https://upload.wikimedia.org/wikipedia/commons/f/f7/Hamburger_SV_logo.svg,2018,0,0,0,0,0,0,0
HSV,https://upload.wikimedia.org/wikipedia/commons/f/f7/Hamburger_SV_logo.svg,2019,0,0,0,0,0,0,0
HSV,https://upload.wikimedia.org/wikipedia/commons/f/f7/Hamburger_SV_logo.svg,2020,0,0,0,0,0,0,0
HSV,https://upload.wikimedia.org/wikipedia/commons/f/f7/Hamburger_SV_logo.svg,2021,0,0,0,0,0,0,0
HSV,https://upload.wikimedia.org/wikipedia/commons/f/f7/Hamburger_SV_logo.svg,2022,0,0,0,0,0,0,0
Kaiserslautern,https://upload.wikimedia.org/wikipedia/commons/d/d3/Logo_1_FC_Kaiserslautern.svg,2005,5,5,7,3,4,5,8
Kaiserslautern,https://upload.wikimedia.org/wikipedia/commons/d/d3/Logo_1_FC_Kaiserslautern.svg,2006,0,0,0,0,0,0,0
Kaiserslautern,https://upload.wikimedia.org/wikipedia/commons/d/d3/Logo_1_FC_Kaiserslautern.svg,2007,0,0,0,0,0,0,0
Kaiserslautern,https://upload.wikimedia.org/wikipedia/commons/d/d3/Logo_1_FC_Kaiserslautern.svg,2008,0,0,0,0,0,0,0
Kaiserslautern,https://upload.wikimedia.org/wikipedia/commons/d/d3/Logo_1_FC_Kaiserslautern.svg,2009,0,0,0,0,0,0,0
Kaiserslautern,https://upload.wikimedia.org/wikipedia/commons/d/d3/Logo_1_FC_Kaiserslautern.svg,2010,6,6,5,7,1,6,13
Kaiserslautern,https://upload.wikimedia.org/wikipedia/commons/d/d3/Logo_1_FC_Kaiserslautern.svg,2011,2,5,10,2,6,2,4
Kaiserslautern,https://upload.wikimedia.org/wikipedia/commons/d/d3/Logo_1_FC_Kaiserslautern.svg,2012,0,0,0,0,0,0,0
Kaiserslautern,https://upload.wikimedia.org/wikipedia/commons/d/d3/Logo_1_FC_Kaiserslautern.svg,2013,0,0,0,0,0,0,0
Kaiserslautern,https://upload.wikimedia.org/wikipedia/commons/d/d3/Logo_1_FC_Kaiserslautern.svg,2014,0,0,0,0,0,0,0
Kaiserslautern,https://upload.wikimedia.org/wikipedia/commons/d/d3/Logo_1_FC_Kaiserslautern.svg,2015,0,0,0,0,0,0,0
Kaiserslautern,https://upload.wikimedia.org/wikipedia/commons/d/d3/Logo_1_FC_Kaiserslautern.svg,2016,0,0,0,0,0,0,0
Kaiserslautern,https://upload.wikimedia.org/wikipedia/commons/d/d3/Logo_1_FC_Kaiserslautern.svg,2017,0,0,0,0,0,0,0
Kaiserslautern,https://upload.wikimedia.org/wikipedia/commons/d/d3/Logo_1_FC_Kaiserslautern.svg,2018,0,0,0,0,0,0,0
Kaiserslautern,https://upload.wikimedia.org/wikipedia/commons/d/d3/Logo_1_FC_Kaiserslautern.svg,2019,0,0,0,0,0,0,0
Kaiserslautern,https://upload.wikimedia.org/wikipedia/commons/d/d3/Logo_1_FC_Kaiserslautern.svg,2020,0,0,0,0,0,0,0
Kaiserslautern,https://upload.wikimedia.org/wikipedia/commons/d/d3/Logo_1_FC_Kaiserslautern.svg,2021,0,0,0,0,0,0,0
Kaiserslautern,https://upload.wikimedia.org/wikipedia/commons/d/d3/Logo_1_FC_Kaiserslautern.svg,2022,0,0,0,0,0,0,0
Gladbach,https://i.imgur.com/KSIk0Eu.png,2005,8,7,2,2,5,8,10
Gladbach,https://i.imgur.com/KSIk0Eu.png,2006,5,6,6,1,2,5,6
Gladbach,https://i.imgur.com/KSIk0Eu.png,2007,0,0,0,0,0,0,0
Gladbach,https://i.imgur.com/KSIk0Eu.png,2008,5,4,8,3,3,5,8
Gladbach,https://i.imgur.com/KSIk0Eu.png,2009,8,5,4,2,4,8,10
Gladbach,https://i.imgur.com/KSIk0Eu.png,2010,5,3,9,5,3,5,10
Gladbach,https://i.imgur.com/KSIk0Eu.png,2011,9,7,1,8,2,9,17
Gladbach,https://i.imgur.com/KSIk0Eu.png,2012,8,5,4,4,6,8,12
Gladbach,https://i.imgur.com/KSIk0Eu.png,2013,11,3,3,5,4,11,16
Gladbach,https://i.imgur.com/KSIk0Eu.png,2014,12,3,2,7,6,12,19
Gladbach,https://i.imgur.com/KSIk0Eu.png,2015,8,6,3,4,6,8,12
Gladbach,https://i.imgur.com/KSIk0Eu.png,2016,6,9,2,4,8,6,10
Gladbach,https://i.imgur.com/KSIk0Eu.png,2017,8,5,4,3,4,8,11
Gladbach,https://i.imgur.com/KSIk0Eu.png,2018,3,8,6,3,9,3,6
Gladbach,https://i.imgur.com/KSIk0Eu.png,2019,8,5,4,6,10,8,14
Gladbach,https://i.imgur.com/KSIk0Eu.png,2020,8,4,5,5,6,8,13
Gladbach,https://i.imgur.com/KSIk0Eu.png,2021,8,4,5,4,5,8,12
Gladbach,https://i.imgur.com/KSIk0Eu.png,2022,10,3,4,1,7,10,11
Darmstadt,https://upload.wikimedia.org/wikipedia/commons/e/e5/SV_Darmstadt_98_Logo.svg,2005,0,0,0,0,0,0,0
Darmstadt,https://upload.wikimedia.org/wikipedia/commons/e/e5/SV_Darmstadt_98_Logo.svg,2006,0,0,0,0,0,0,0
Darmstadt,https://upload.wikimedia.org/wikipedia/commons/e/e5/SV_Darmstadt_98_Logo.svg,2007,0,0,0,0,0,0,0
Darmstadt,https://upload.wikimedia.org/wikipedia/commons/e/e5/SV_Darmstadt_98_Logo.svg,2008,0,0,0,0,0,0,0
Darmstadt,https://upload.wikimedia.org/wikipedia/commons/e/e5/SV_Darmstadt_98_Logo.svg,2009,0,0,0,0,0,0,0
Darmstadt,https://upload.wikimedia.org/wikipedia/commons/e/e5/SV_Darmstadt_98_Logo.svg,2010,0,0,0,0,0,0,0
Darmstadt,https://upload.wikimedia.org/wikipedia/commons/e/e5/SV_Darmstadt_98_Logo.svg,2011,0,0,0,0,0,0,0
Darmstadt,https://upload.wikimedia.org/wikipedia/commons/e/e5/SV_Darmstadt_98_Logo.svg,2012,0,0,0,0,0,0,0
Darmstadt,https://upload.wikimedia.org/wikipedia/commons/e/e5/SV_Darmstadt_98_Logo.svg,2013,0,0,0,0,0,0,0
Darmstadt,https://upload.wikimedia.org/wikipedia/commons/e/e5/SV_Darmstadt_98_Logo.svg,2014,0,0,0,0,0,0,0
Darmstadt,https://upload.wikimedia.org/wikipedia/commons/e/e5/SV_Darmstadt_98_Logo.svg,2015,4,5,8,9,7,4,13
Darmstadt,https://upload.wikimedia.org/wikipedia/commons/e/e5/SV_Darmstadt_98_Logo.svg,2016,5,8,4,1,9,5,6
Darmstadt,https://upload.wikimedia.org/wikipedia/commons/e/e5/SV_Darmstadt_98_Logo.svg,2017,0,0,0,0,0,0,0
Darmstadt,https://upload.wikimedia.org/wikipedia/commons/e/e5/SV_Darmstadt_98_Logo.svg,2018,0,0,0,0,0,0,0
Darmstadt,https://upload.wikimedia.org/wikipedia/commons/e/e5/SV_Darmstadt_98_Logo.svg,2019,0,0,0,0,0,0,0
Darmstadt,https://upload.wikimedia.org/wikipedia/commons/e/e5/SV_Darmstadt_98_Logo.svg,2020,0,0,0,0,0,0,0
Darmstadt,https://upload.wikimedia.org/wikipedia/commons/e/e5/SV_Darmstadt_98_Logo.svg,2021,0,0,0,0,0,0,0
Darmstadt,https://upload.wikimedia.org/wikipedia/commons/e/e5/SV_Darmstadt_98_Logo.svg,2022,0,0,0,0,0,0,0
Schalke,https://upload.wikimedia.org/wikipedia/commons/9/97/FC_Schalke_04_Logo.png,2005,10,6,1,6,7,10,16
Schalke,https://upload.wikimedia.org/wikipedia/commons/9/97/FC_Schalke_04_Logo.png,2006,13,2,2,8,3,13,21
Schalke,https://upload.wikimedia.org/wikipedia/commons/9/97/FC_Schalke_04_Logo.png,2007,10,4,3,8,6,10,18
Schalke,https://upload.wikimedia.org/wikipedia/commons/9/97/FC_Schalke_04_Logo.png,2008,9,3,5,5,5,9,14
Schalke,https://upload.wikimedia.org/wikipedia/commons/9/97/FC_Schalke_04_Logo.png,2009,11,2,4,8,6,11,19
Schalke,https://upload.wikimedia.org/wikipedia/commons/9/97/FC_Schalke_04_Logo.png,2010,7,3,7,4,4,7,11
Schalke,https://upload.wikimedia.org/wikipedia/commons/9/97/FC_Schalke_04_Logo.png,2011,13,1,3,7,3,13,20
Schalke,https://upload.wikimedia.org/wikipedia/commons/9/97/FC_Schalke_04_Logo.png,2012,10,3,4,6,4,10,16
Schalke,https://upload.wikimedia.org/wikipedia/commons/9/97/FC_Schalke_04_Logo.png,2013,12,2,3,7,5,12,19
Schalke,https://upload.wikimedia.org/wikipedia/commons/9/97/FC_Schalke_04_Logo.png,2014,10,5,2,3,4,10,13
Schalke,https://upload.wikimedia.org/wikipedia/commons/9/97/FC_Schalke_04_Logo.png,2015,5,9,3,5,6,5,10
Schalke,https://upload.wikimedia.org/wikipedia/commons/9/97/FC_Schalke_04_Logo.png,2016,7,8,2,1,11,7,8
Schalke,https://upload.wikimedia.org/wikipedia/commons/9/97/FC_Schalke_04_Logo.png,2017,12,4,1,4,7,12,16
Schalke,https://upload.wikimedia.org/wikipedia/commons/9/97/FC_Schalke_04_Logo.png,2018,2,7,8,3,8,2,5
Schalke,https://upload.wikimedia.org/wikipedia/commons/9/97/FC_Schalke_04_Logo.png,2019,5,7,5,2,9,5,7
Schalke,https://upload.wikimedia.org/wikipedia/commons/9/97/FC_Schalke_04_Logo.png,2020,3,3,11,0,4,3,3
Schalke,https://upload.wikimedia.org/wikipedia/commons/9/97/FC_Schalke_04_Logo.png,2021,0,0,0,0,0,0,0
Schalke,https://upload.wikimedia.org/wikipedia/commons/9/97/FC_Schalke_04_Logo.png,2022,5,5,7,2,5,5,7
Bayern,https://i.imgur.com/jJEsJrj.png,2005,14,2,1,8,7,14,22
Bayern,https://i.imgur.com/jJEsJrj.png,2006,11,4,2,7,2,11,18
Bayern,https://i.imgur.com/jJEsJrj.png,2007,12,5,0,10,5,12,22
Bayern,https://i.imgur.com/jJEsJrj.png,2008,12,2,3,8,5,12,20
Bayern,https://i.imgur.com/jJEsJrj.png,2009,12,4,1,8,6,12,20
Bayern,https://i.imgur.com/jJEsJrj.png,2010,13,2,2,6,6,13,19
Bayern,https://i.imgur.com/jJEsJrj.png,2011,14,1,2,9,3,14,23
Bayern,https://i.imgur.com/jJEsJrj.png,2012,14,2,1,15,2,14,29
Bayern,https://i.imgur.com/jJEsJrj.png,2013,15,1,1,14,2,15,29
Bayern,https://i.imgur.com/jJEsJrj.png,2014,14,1,2,11,3,14,25
Bayern,https://i.imgur.com/jJEsJrj.png,2015,11,2,4,8,9,11,19
Bayern,https://i.imgur.com/jJEsJrj.png,2016,12,4,1,5,8,12,17
Bayern,https://i.imgur.com/jJEsJrj.png,2017,11,5,1,8,5,11,19
Bayern,https://i.imgur.com/jJEsJrj.png,2018,10,6,1,11,5,10,21
Bayern,https://i.imgur.com/jJEsJrj.png,2019,9,6,2,12,4,9,21
Bayern,https://i.imgur.com/jJEsJrj.png,2020,13,4,0,11,2,13,24
Bayern,https://i.imgur.com/jJEsJrj.png,2021,13,2,2,11,3,13,24
Bayern,https://i.imgur.com/jJEsJrj.png,2022,11,5,1,10,3,11,21
Stuttgart,https://i.imgur.com/v0tkpNx.png,2005,5,7,5,4,9,5,9
Stuttgart,https://i.imgur.com/v0tkpNx.png,2006,12,3,2,9,4,12,21
Stuttgart,https://i.imgur.com/v0tkpNx.png,2007,12,2,3,4,2,12,16
Stuttgart,https://i.imgur.com/v0tkpNx.png,2008,12,3,2,7,4,12,19
Stuttgart,https://i.imgur.com/v0tkpNx.png,2009,8,5,4,7,5,8,15
Stuttgart,https://i.imgur.com/v0tkpNx.png,2010,7,2,8,5,4,7,12
Stuttgart,https://i.imgur.com/v0tkpNx.png,2011,10,3,4,5,5,10,15
Stuttgart,https://i.imgur.com/v0tkpNx.png,2012,5,4,8,7,3,5,12
Stuttgart,https://i.imgur.com/v0tkpNx.png,2013,5,4,8,3,4,5,8
Stuttgart,https://i.imgur.com/v0tkpNx.png,2014,5,4,8,4,5,5,9
Stuttgart,https://i.imgur.com/v0tkpNx.png,2015,3,8,6,4,4,3,7
Stuttgart,https://i.imgur.com/v0tkpNx.png,2016,0,0,0,0,0,0,0
Stuttgart,https://i.imgur.com/v0tkpNx.png,2017,7,8,2,5,6,7,12
Stuttgart,https://i.imgur.com/v0tkpNx.png,2018,4,4,9,0,10,4,4
Stuttgart,https://i.imgur.com/v0tkpNx.png,2019,0,0,0,0,0,0,0
Stuttgart,https://i.imgur.com/v0tkpNx.png,2020,5,6,6,7,3,5,12
Stuttgart,https://i.imgur.com/v0tkpNx.png,2021,6,4,7,1,8,6,7
Stuttgart,https://i.imgur.com/v0tkpNx.png,2022,5,6,6,2,6,5,7
Ingolstadt,https://upload.wikimedia.org/wikipedia/de/thumb/5/55/FC-Ingolstadt_logo.svg/125px-FC-Ingolstadt_logo.svg.png,2005,0,0,0,0,0,0,0
Ingolstadt,https://upload.wikimedia.org/wikipedia/de/thumb/5/55/FC-Ingolstadt_logo.svg/125px-FC-Ingolstadt_logo.svg.png,2006,0,0,0,0,0,0,0
Ingolstadt,https://upload.wikimedia.org/wikipedia/de/thumb/5/55/FC-Ingolstadt_logo.svg/125px-FC-Ingolstadt_logo.svg.png,2007,0,0,0,0,0,0,0
Ingolstadt,https://upload.wikimedia.org/wikipedia/de/thumb/5/55/FC-Ingolstadt_logo.svg/125px-FC-Ingolstadt_logo.svg.png,2008,0,0,0,0,0,0,0
Ingolstadt,https://upload.wikimedia.org/wikipedia/de/thumb/5/55/FC-Ingolstadt_logo.svg/125px-FC-Ingolstadt_logo.svg.png,2009,0,0,0,0,0,0,0
Ingolstadt,https://upload.wikimedia.org/wikipedia/de/thumb/5/55/FC-Ingolstadt_logo.svg/125px-FC-Ingolstadt_logo.svg.png,2010,0,0,0,0,0,0,0
Ingolstadt,https://upload.wikimedia.org/wikipedia/de/thumb/5/55/FC-Ingolstadt_logo.svg/125px-FC-Ingolstadt_logo.svg.png,2011,0,0,0,0,0,0,0
Ingolstadt,https://upload.wikimedia.org/wikipedia/de/thumb/5/55/FC-Ingolstadt_logo.svg/125px-FC-Ingolstadt_logo.svg.png,2012,0,0,0,0,0,0,0
Ingolstadt,https://upload.wikimedia.org/wikipedia/de/thumb/5/55/FC-Ingolstadt_logo.svg/125px-FC-Ingolstadt_logo.svg.png,2013,0,0,0,0,0,0,0
Ingolstadt,https://upload.wikimedia.org/wikipedia/de/thumb/5/55/FC-Ingolstadt_logo.svg/125px-FC-Ingolstadt_logo.svg.png,2014,0,0,0,0,0,0,0
Ingolstadt,https://upload.wikimedia.org/wikipedia/de/thumb/5/55/FC-Ingolstadt_logo.svg/125px-FC-Ingolstadt_logo.svg.png,2015,5,8,4,2,11,5,7
Ingolstadt,https://upload.wikimedia.org/wikipedia/de/thumb/5/55/FC-Ingolstadt_logo.svg/125px-FC-Ingolstadt_logo.svg.png,2016,5,7,5,3,7,5,8
Ingolstadt,https://upload.wikimedia.org/wikipedia/de/thumb/5/55/FC-Ingolstadt_logo.svg/125px-FC-Ingolstadt_logo.svg.png,2017,0,0,0,0,0,0,0
Ingolstadt,https://upload.wikimedia.org/wikipedia/de/thumb/5/55/FC-Ingolstadt_logo.svg/125px-FC-Ingolstadt_logo.svg.png,2018,0,0,0,0,0,0,0
Ingolstadt,https://upload.wikimedia.org/wikipedia/de/thumb/5/55/FC-Ingolstadt_logo.svg/125px-FC-Ingolstadt_logo.svg.png,2019,0,0,0,0,0,0,0
Ingolstadt,https://upload.wikimedia.org/wikipedia/de/thumb/5/55/FC-Ingolstadt_logo.svg/125px-FC-Ingolstadt_logo.svg.png,2020,0,0,0,0,0,0,0
Ingolstadt,https://upload.wikimedia.org/wikipedia/de/thumb/5/55/FC-Ingolstadt_logo.svg/125px-FC-Ingolstadt_logo.svg.png,2021,0,0,0,0,0,0,0
Ingolstadt,https://upload.wikimedia.org/wikipedia/de/thumb/5/55/FC-Ingolstadt_logo.svg/125px-FC-Ingolstadt_logo.svg.png,2022,0,0,0,0,0,0,0
Paderborn,https://upload.wikimedia.org/wikipedia/commons/e/e3/SC_Paderborn_07_Logo.svg,2005,0,0,0,0,0,0,0
Paderborn,https://upload.wikimedia.org/wikipedia/commons/e/e3/SC_Paderborn_07_Logo.svg,2006,0,0,0,0,0,0,0
Paderborn,https://upload.wikimedia.org/wikipedia/commons/e/e3/SC_Paderborn_07_Logo.svg,2007,0,0,0,0,0,0,0
Paderborn,https://upload.wikimedia.org/wikipedia/commons/e/e3/SC_Paderborn_07_Logo.svg,2008,0,0,0,0,0,0,0
